LAMMPS data file via write_data, version 7 Jan 2022, timestep = 5000

610 atoms
1 atom types

-2.257356396931048 42.25735639693384 xlo xhi
-2.257356396931048 42.25735639693384 ylo yhi
0 0.2 zlo zhi

Masses

1 11.1102

Atoms # atomic

13 1 -1.7605807330798047 -1.1699858639539427 0 0 0 0
15 1 3.550644765309972 1.3426745969743792 0 0 0 0
34 1 -0.3641827494501082 1.806345790350659 0 0 0 0
79 1 4.214466853258487 -1.2268301887472652 0 0 0 0
123 1 2.0295928702536705 -1.00845711183771 0 0 0 0
130 1 4.570614516626539 0.11654749687428378 0 0 0 0
140 1 1.856735903589976 4.9946639685019125 0 0 0 0
241 1 1.462048488409071 3.1512418142994467 0 0 0 0
259 1 -0.5884053324263833 -1.9336056397121946 0 0 0 0
265 1 -1.7845536534453257 1.9017249003327124 0 0 0 0
298 1 -1.130587080884429 -0.0056108605047653385 0 0 0 0
306 1 -0.9800757939479052 3.753521337812374 0 0 0 0
332 1 0.2168584889137592 4.679945591253031 0 0 0 0
345 1 0.6163780663521105 -1.1387007250836227 0 0 0 0
417 1 3.784516779890928 3.924052742570656 0 0 0 0
466 1 2.387992420194188 0.29375543634540235 0 0 0 0
521 1 2.9711146836736324 -1.9066779576875228 0 0 0 0
570 1 1.6027849192149126 1.6712792358723496 0 0 0 0
581 1 3.023863176106757 2.858042024362476 0 0 0 0
585 1 0.29851181056491205 0.29215276769966436 0 0 0 0
590 1 4.85961162338758 2.0926267491725445 0 0 0 0
18 1 -0.29184595544380226 7.031043830139186 0 0 0 0
33 1 4.948078653080177 10.558861544968336 0 0 0 0
35 1 0.6828632975002449 11.818306101714777 0 0 0 0
137 1 2.111193013219208 10.441351468236482 0 0 0 0
219 1 3.8470806640702717 6.061133722752789 0 0 0 0
232 1 0.44095081608206205 10.186183572921223 0 0 0 0
233 1 4.8622681686760565 8.321703564808876 0 0 0 0
240 1 1.8647971072511649 8.055021878296083 0 0 0 0
268 1 -1.0234376966147496 9.401378991115624 0 0 0 0
378 1 -1.3353170286838996 5.903954264537404 0 0 0 0
444 1 4.905580825302029 6.824988224884051 0 0 0 0
460 1 4.013013546006044 9.487982733191554 0 0 0 0
473 1 0.8571062660036715 6.251818635767734 0 0 0 0
494 1 2.4057348385223447 6.574644516482729 0 0 0 0
502 1 2.2116413164164657 11.939228111999132 0 0 0 0
512 1 -1.8935703173621534 7.269042076628422 0 0 0 0
527 1 0.8183251363898534 8.700037895307462 0 0 0 0
586 1 -2.227607588983114 10.531308847500595 0 0 0 0
592 1 -0.9940700914221672 11.517447878701208 0 0 0 0
25 1 4.878383314809238 14.04464427189052 0 0 0 0
71 1 -1.25458354027701 18.072300754356156 0 0 0 0
124 1 2.333052997730499 13.355853724038171 0 0 0 0
154 1 -1.2770779285708895 13.130007992032503 0 0 0 0
164 1 -0.8286346991598312 14.552365705741941 0 0 0 0
181 1 1.25203665994335 19.125221669793632 0 0 0 0
200 1 2.6438470635425073 15.700381498707165 0 0 0 0
218 1 3.399294550875109 19.981181059303385 0 0 0 0
237 1 1.382153524736905 15.108373815626516 0 0 0 0
311 1 0.7572955284273661 16.53765793209223 0 0 0 0
341 1 4.119497349916075 17.047269647718217 0 0 0 0
382 1 0.5939714611375012 13.890814197798267 0 0 0 0
457 1 3.758438205813714 13.32173320075442 0 0 0 0
483 1 -0.7265447823404364 16.11861948187964 0 0 0 0
555 1 2.68022414740192 17.137070953008603 0 0 0 0
597 1 0.2161955083188968 17.951039951716943 0 0 0 0
38 1 0.7841052676024474 27.000375755721947 0 0 0 0
116 1 -0.786404283108662 23.373813275943704 0 0 0 0
158 1 -1.7449286714641514 21.591994284987795 0 0 0 0
165 1 -1.1529038004303829 25.43262934420271 0 0 0 0
222 1 1.2399817253214125 20.735649525789412 0 0 0 0
249 1 4.635396862637878 20.55930305467838 0 0 0 0
339 1 2.9515903055573163 25.31436636720784 0 0 0 0
400 1 2.008733466767015 22.168479728055402 0 0 0 0
436 1 -0.10337066997830674 21.42459489954979 0 0 0 0
445 1 2.3254466826823967 27.19126022959492 0 0 0 0
468 1 3.976947399756201 23.632206884681494 0 0 0 0
531 1 1.479642122518649 25.447917560791183 0 0 0 0
539 1 1.4378546956424847 23.40973871641002 0 0 0 0
562 1 4.423958571199998 25.109959632398034 0 0 0 0
567 1 -1.256214794643346 20.131289683623393 0 0 0 0
569 1 0.12370889006803927 24.879496266162583 0 0 0 0
568 1 1.1459477711517343 30.781717312977726 0 0 0 0
113 1 3.9942434860814475 33.74945898977066 0 0 0 0
141 1 3.9893372061930394 27.903969123496324 0 0 0 0
